,texts,targets
3461,"@decoloniza @ktaejem @Afro_Elfe Nossa, eu tô pensando em voltar no meu psiquiatra pra confirmar o meu tdah, mas a consulta dele é tão cara... Na época que eu ia lá era meio que caso de urgência com depressão, ansiedade e drogas, então nem focamos em outros aspectos",1
1117,"minha mãe ficou muito puta hjj quando eu contei q o médico triplicou a dose do meu remédio pra ansiedade   ""tudo bem anna paula. mas vc ja sabe né.depois vc vicia e dai vai viver drogada até morrer de depressão""",0
3976,@Harry_Styles eu tenho ansiedade eu n dormi até agr por sua causa eu vou mandar a conta da minha terapia,1
7319,"@brunabaronb É foda ter ansiedade, eu tenho porém é bem difícil eu ter crise tlg, mas quando tenho é foda controlar, tem gnt que acha bonito ficar dizendo "" aí eu tenho ansiedade"" como se fosse bacana, só quem tem pra saber o quão ruim é ter essas crises que vem sem hora e lugar pra acontecer",2
7974,"Depois que descobri ter síndrome do pânico que na verdade é um tipo de transtorno de ansiedade, eu tentei e ainda estou tentando mudar meus hábitos e principalmente a minha mente e como enxergo o mundo.",2
7088,meu deus do nada comecei a ter crise de ansiedade  🤬🤬🤬🤬 inferno eu só queria dormir,2
11531,Nunca tive muita saúde mental sempre fui bastante depressivo e sofro por crises de ansiedade nessa quarentena voltou os pensamentos de suicídio que aliás quase cometi mas voltei a encontrar alguns amigos poucos que tenho e estou bem melhor preciso ir pro psicólogo!,4
7517,"Oi gente tudo bem? Criei esse tt pra relatar os meus dias com ansiedade e crises de pânico, espero que vocês compartilhem suas experiências e que a gente consiga se ajudar",2
428,"Outra coisa, diminuam a quantidade de ""exposeds"" isso ataca a ansiedade e na maioria das vezes é por um motivo besta que podia ter sido conversado antes!!! Caso a conversa não ajude em nada, apenas poste o user e fale ""fulano falou isso e invalidou aquilo +",0
4662,"@Camilasuzan @jeduardodantas em 2017 fui diagnosticada com transtorno de ansiedade. Faço um tratamento todo alternativo: fitoterápicos, chás, pilates, yoga, meditação e tem me ajudado muito.",1
4930,"graças a Deus amanhã já tenho terapia de novo, não aguento mais essa ansiedade fodendo com meus dias de vida",1
7077,odeio quando acordo esse horário e começo a ter crise de ansiedade,2
13276,"Existem certos funcionamentos que o trabalho a distância não cabe e não tem como a pessoa ficar desassistida, sem suporte. Os níveis de ideação suicida, suicídio e ansiedade são vertiginosos.",4
11480,"Depressão não tem idade.  Ataques de pânico não é fingimento.  Ansiedade não é brincadeira.  Baixa autoestima não é só relacionada a aparência.  Tentativa de suicídio não é só para chamar atenção.  Se você não sente, não opine, não julge !",4
10946,ou tu fica depressivo e ou tu tem um ataque de ansiedade todo dia ate o dia q vc morrer   eh #foda,3
13389,"inclusive, no meu caso, a depressão me deixa muito mais irritado do que triste... e a quem se preocupa, a chance de suicídio é BAIXÍSSIMA, pq a razão da minha depressão vem do meu problema com ansiedade/pânico, q em mim é um medo gigante (e irracional) de morrer",4
13354,Bullying causa suicídio Homofobia causa suicídio Falta de amor causa suicídio Tristeza causa suicídio Ansiedade causa suicídio,4
735,ansiedade fode cmg,0
11265,"janeiro: manda uma foto q eu posto em off setembro: aí mas ansiedade e suicídio pipipi popopo ces são foda memo, cuida da sua caraio......",4
12132,"@garrafa_pettt Eu não consigo superar isso na minha vida e eu morro cada vez q eu lembro de qqr coisa do tipo e eu tô sempre pensando nisso, esse mês eu tive 7 crises de ansiedade e 9 tentativas de suicidio por conta de lembranças desse trauma, eu não posso passar por cima disso",4
6502,"Mais de dois meses sem ter uma crise de ansiedade para precisar de remédio e hoje estou aqui, morrendo por dentro, precisando de dois calmantes para ver se consigo segurar pelo menos 20% da dor que eu to sentindo",2
4464,"Eu preciso de um psicólogo urgente, essa ansiedade tá estragando minha vida",1
6799,@meueuroubado porra talvez seja o começo de uma crise de ansiedade   tenta fechar os olhos e respirar lentamente,2
8010,Achei que ia morrer nessa última crise de ansiedade 🤦🏻‍♀️,2
13097,"Se eu tivesse em um estado crônico de depressão e ansiedade, eu já teria cometido suicídio",4
13341,"depressão não tem idade. ataque de pânico não é falta de Deus. ansiedade não é brincadeira.  baixa autoestima não é só relacionado a aparência. tentativa de suicídio não é para chamar atenção. Se você não sente, não opine, não julgue, não brinque!",4
1102,"como uma pessoa normal q sofre de ansiedade, to tentando mastigar 35 situações q me incomodam ao mesmo tempo",0
7176,outro dia crise de ansiedade agora crise de identidade,2
6678,"Eu jurava que estava, era uma crise de ansiedade que dessa vez eu não consegui definir que era e eu pensei que estava realmente morrendo.",2
2463,ai ai eu com minha ansiedade 🤯,0
11685,"Depressão, ansiedade e suicídio estão  acabando com os adolescentes desse século",4
10007,Depressão é excesso de passado. Ansiedade é excesso de futuro.  Pessimismo é excesso de DESGRAÇA,3
1464,"A ansiedade não tá me deixando fotografar mais, não tenho confiança de ir e fazer um trabalho bom acho q vai ser uma merda, não viu saber dirigir a modelo nem usar as configurações da câmera.",0
535,Meu maior desespero é ter que ir em shopping  Odeio multidão minha ansiedade explode,0
11018,"depressão não tem idade  ataque de pânico n é falta de deus  ansiedade n é brincadeira  doenças mentais n são frescuras  baixa autoestima n é só relacionado a aparência   tentativa de suicídio n é p chamar atenção   mano  se vc n sente, n julgue, n opine sobre o que n sofre",4
7335,"acabei de criar o portal e estou tendo uma crise de ansiedade por ser algo novo, eu só quero chorar (muito) e sumir como sempre quando faço algo novo mas é tempo de mudanças e mesmo que eu desista daqui uns dias ou horas sla sei que só de fazer já é algo grande pra mim",2
1356,se não ganho ansiedade por uma coisa ganho por outra kkkkk,0
6419,"impor limites sempre foi algo que tive dificuldade,  hoje já acordei precisando impor limites no trabalho e já sinto uma crise de ansiedade chegando",2
11343,Assuntos retratados:  ⚠️ Depressão  ⚠️ Suicídio  ⚠️ Homofobia  ⚠️ Ansiedade  ⚠️ Bipolaridade,4
11372,eh agora o ataque de ansiedade??? espero que a coragem de cometer suicídio tmb 😍,4
12310,pra quem tem ansiedade usar aquelas máscaras é suicídio,4
9883,Depressão e ansiedade estão cada vez piores eu acho q eu vou me trancar dentro do quarto por uns 3 meses,3
1370,Amanhã já é o vestibular da UEL e tô literalmente quase morrendo de ansiedade,0
10427,@matels ano passado fui diagnosticada com ansiedade e tendência a depressão,3
8874,"Eu n suporto maisss viver pra ser objeto de ninguém !  Tá doendo minha alma todo dia , eu n to suportando mais , depressão e ansiedade estão no auge da minha vida , é em questão de tudo , amor, amizade , é lembrar de""JÉSSICA"" SÓ QUANDO PRECISA,OU QUANDO CONVÉM ! Pra mim já deu .",3
11700,"Não deixa chegar no pensamento suicida pra você lembrar que existe depressão, ansiedade, bipolaridade e outros males da mente.  Saúde mental são processos longos. Aborda eles o quanto antes.  Ah sim, sempre lembrando que esse lacinho amarelo não significa abrir teu inbox, tá?",4
13592,@revistaazmina Depois aumente em: 34% as chances de transtornos de ansiedade 37% as chances de depressão 110% o risco de abuso de alcool 220% o uso de maconha 155% as chances de suicidio  E viva infeliz para sempre!,4
9844,"Deixem de pensar q ansiedade, ataques de pânico, depressão é uma mera frescura das pessoas.. isso é coisa séria, muito séria e falo por experiência própria!!! É horrível te sentires insuficiente, sentir q estás sozinho, que tudo q estás a fazer não vai dar em nada..",3
5169,"3- eu acho que ainda não comecei nenhum tratamento sobre a ansiedade porque o maior preconceito que existe sobre mim é meu próprio, eu não consigo aceitar que eu tenha esse problema sem achar que eu to fazendo algum drama",1
2279,@rodrigoguedesr Ansiedade causa espinha kkkkk deve ser isso,0
3317,"Não há terapia capaz de reduzir a ansiedade de uma mãe que não sabe se vai ter de dar o que comer aos seus filhos. Promover saúde mental no Brasil passa, necessariamente, por distribuição de renda e justiça social.",1
10810,desculpa aí mano não reclamo de mais nada não muito bom viver olha to extremamente feliz viu felicidade demais muito obrigada por tudo que tem proporcionado na minha vida tipo insônia ansiedade depressão anemia e outras coisas mais eh realmente incrível estar viva obrigada,3
9326,Depressão e ansiedade estão tomando conta das pessoas triste isso,3
2720,e vamos de ansiedade pq as aulas voltam amanhã...,0
5461,tava demorando pra minha ansiedade atacar antes da sessao meu deus eu vou morrer eu nao nasci pra fazer terapia pelo jeito,1
11930,"Tem dias que eu tô bem de boas, tem outros que por alguns segundos que suicídio seria a solução pra essas angústias. Não queiram viver com esse duelo entre depressão e ansiedade, onde cada uma quer se impor mais. As vezes não sei como consigo aguentar.",4
3717,"Na boa gente, se vocês tem algum problema, seja Ansiedade, depressão, procurem se tratar. Porque eu fazendo terapia ja tá difícil, uma hora extremamente feliz , outra extremamente na merda. Imagina quem não tem acompanhamento...",1
3337,"-tenho ansiedade desde o 1ºfund (6 anos) ja fiz tratamento mas como podemos perceber voltou -sou de natureza mas só sou boa em química  -não sei inglês, sei o basico do basico do coreano e entendo espanhol",1
10040,"Comprei o livro da Handmaid's Tale e um livro que se chama Lost Connections sobre depressão e ansiedade, Marina recommended it and it has nice reviews",3
12753,@_dbollro Vc tá precisando! Além do mas todo mundo se preocupa com um padrão de beleza nisso vem depressão ansiedade até suicídio eu fico puto com isso,4
9000,Depressão é excesso de passado  Estresse é excesso de presente  Ansiedade é excesso de futuro,3
12654,"ter um psicólogo ou médicos pra me ajudar por conta disso, aí eu sou cheio de problemas acumulados. Eu tenho traços MUITO nítidos de depressão e ansiedade, e por não ter acesso, tenho que regular por mim mesmo e ter frequentemente problemas relacionados a suicídio e +",4
10381,"Eu só queria ser forte o suficiente pra cuidar de mim, cuidar das minhas doenças, vencer a porra da depressão junto com a merda da ansiedade! Só queria ser forte e vencer tudo isso antes que me mate! Só queria ter forças e vencer tudo isso q vem me matando aos poucos. 😔😞😭😭💔",3
2566,Eu tô passando tão mal de ansiedade que não sei explicar,0
8881,"parece q tão comemorando a morte dos outros, e não mete depressão e ansiedade no bag não q nada justifica",3
6059,"gente e eu que dei uma puta crise de ansiedade pq já tinha me programado pra oab q seria só em março e agora vai ser em fevereiro, tive q refazer meus plano tudo, férias por exemplo eu não terei INFEEEEEEEERNO DE CURSO TÓXICO",2
10684,"@lenny1_ Foda que isso é difícil moça, hoje em dia menino só sabe ter depressão e ansiedade (eu incluso)",3
9214,fico olhando tb se a pessoa tá demonstrando ter algum sintoma de ansiedade ou depressão,3
12137,"@bridgstan all the bright places, tem gatilho com depressão, ansiedade, suicídio e se me lembro toc tbm",4
10938,"o jovem de hoje vem com um combo completo de problemas, nunca é só depressão ou só ansiedade ou bipolaridade. no meu caso foi o combo dos 3 de uma vez",3
1723,"Já acordei numa ansiedade danada, Sofia chega hoje 🥰🥰",0
9518,"@liihnda @katoepii Eu fiz para depressão e ansiedade, com esse mesmo rapaz ai kek",3
10425,"Há 10 dias, tive minha crise de abstinência pela falta dos meus medicamentos para depressão e ansiedade. Hoje, depois de 10 dias, ainda me sinto apática e desanimada.  Ê, depressão...",3
6706,"Quase tendo uma crise de ansiedade por esperar nessa fila, faltam 5 pessoas e quanto mais perto chega de mim mais ansiosoo eu fico",2
12109,"Chegamos em setembro, estou apenas me preparando pra ver gente fingindo se importar com suicidio e ansiedade pra ganhar follow, like e view, normal né, ai quando acabar vai todo mundo parar de ligar, quem nem as maiorias das coisas, talvez o thanos não tenha sido o vilão...",4
7369,todo sábado é dia que ter crise de ansiedade ate quando deus,2
10109,sextou com elas ansiedade &amp; depressão,3
11828,"minha irmã: diagnosticada com ansiedade, toma remédio controlado e etc minha irmã também: falando que a mãe de um amigo está certa de bater mt nele pq ele tentou suicídio",4
414,"@otokke Abraço eu até gosto dependendo da intimidade e do quanto eu gosto da pessoa. De resto, odeio, quando chega mina que eu n conheço querendo dar aqueles beijo bate uma ansiedade do caralho e uma vontade de me esconder",0
12133,"Pf não sejam falsos com sentimentos ,vocês não sabem o mal que isso pode causar as outras pessoas , desde ansiedade  a suicídio ,parem com essa porra de achar que pessoas são objetos",4
1039,"eu vou ter que ir na piscina sábado e eu já tava super insegura e hj eu comi mto,tipo mto msm por conta de ansiedade alguém quer me explicar o meu problema",0
7950,Raíssa tá tendo uma crise de ansiedade tô com do #AFazenda12 #RocaAFazenda,2
13680,de um lado temos a galera q tem ansiedade ajudando outras pessoas q tem ansiedade do outro a galera q está pensando em suicídio porém está lá ajudando o amiguinho e tentando manter ele vivo e tipo bro vc fica jogando seu ódio nessas pessoas tlgd?? atrás de cada conta tem pessoas,4
