date,tweet,label
2015-04-20,mes que vem vai rolar o mes da luta antimanicomial( mais informacoes olhe no google)  scng venha participar das programacoes,
2015-04-28,a palavra amor nao cabe a certas pessoas.,
2015-04-28,"escreva suicidio no google e vai aparecer ""precisa de ajuda? brasil: 141 centro de valorizacao da vida"" booooaa",
2015-04-29,"todos os direitos autorais do novo livro foram cedidos por  para a ong centro de valorizacao da vida. grande andre, belo trabalho!",
2015-05-01,sinto que  vai ser otima!ansiosa!o elenco ta demais! ta voando.inesquecivel a performance em,
2015-05-06,melhor lugar do mundo: celula,0
2015-05-08,"centro de valorizacao da vida (cvv), telefone 141",1
2015-05-12,gente a dora vai voltar,0
2015-05-12,galera da espocc no lancamento da campanha jovem negro vivo.  fotos: lucas jatoba,0
2015-05-17,"nao leve seus problemas emocionais para a sociedade. faca . se nao sua vida virara um poco sem fundo, uma avalanche.",1
2015-05-25,; ali estaremos para seguir compartindo e aprendendo sobre  e,0
2015-05-25,"- ""alo, centro de valorizacao da vida"" -eu nao aguento mais ser fa do asking me ajudem",0
2015-05-28,consultar um psicologo e uma atitude de coragem. ligue no (0xx11) 3101-8449 e agende seu horario.,1
2015-05-28,isabel em,0
2015-06-05,pesquisei como cometer suicidio no google e mostraram o numero do centro de valorizacao da vida ai n mereco,1
2015-06-06,"crise financeira significa todas linhas do centro de valorizacao da vida sempre ocupadas. mas brasileiro e um povo alegre e festivo, neam?",1
2015-06-07,ufa! fui e voltei. sem traumas.,0
2015-06-10,o centro de valorizacao da vida atua de maneira relevante na prevencao do suicidio em todo o brasil 24h atraves do numero 141,1
2015-06-10,"mil e uma coisas para fazer e eu morrendo de sono, pode isso? num pode!!! kkkk '     ",0
2015-06-12,hahahaha fui googlar suicidio e olha o que aparece precisa de ajuda? brasil: 141 centro de valorizacao da vida,1
2015-06-18,tenho a sensacao que so meu terapeuta me entende...,1
2015-06-20,no centro de estudos e integracao humana.       -crescimento,0
2015-06-23,centro de valorizacao da vida kkkkkkkkko,1
2015-06-26,vc vai liga pro centro de valorizacao da vida pq vc esta com colica,1
2015-06-28,141  centro de valorizacao da vida  :( (vou ligar),1
2015-06-28,que vc esteja bem,0
2015-07-01,"senhor, eu so tenho a agradecer, a tudo que estou vivendo   jaja tem estagio no abrigo, boraceia .  eu semp quis,  ",0
2015-07-02,cvv = centro de valorizacao da vida. vc liga 141 e desabafa seus problemas.,1
2015-07-05,dai ce liga no centro de valorizacao da vida e desabafa,1
2015-07-06," tive amnesia e alzheimer, aonde clica pra tratar ",0
2015-07-06,alex todo encolhido! momento,0
2015-07-08,"hoje sou a ester, uma adolescente de 16 com transtornos psiquiatricos. ate sem em quem me inspirar. hahahahah  :)",0
2015-07-11," suicidio pesquisar ""precisa de ajuda? brasil: 141 centro de valorizacao da vida""",1
2015-07-13,agora que eu vi que a maioria dos atores do seriado  foi pra novela,0
2015-07-13,"""o casamento e um risco para a vida das mulheres"", diz medica especialista em saude mental feminina http://ow.ly/pxlps  ",0
2015-07-14,postagem 123! (pontuacao 131)  quando eu me importo tenho a missao de ser usada em minha geracao.,0
2015-07-15,de amanecida estudiando!,0
2015-07-16,pq existe um centro de valorizacao da vida?,1
2015-07-16,enamorada de,0
2015-07-16,"""todas as vitorias ocultam uma abdicacao."" simone de beauvoir      ",0
2015-07-20,?vives o sobrevives?,0
2015-07-20,centro de valorizacao da vida,1
2015-07-22," eu achei tao ruim que falei ""ok google, quero me matar"" para o meu cel e ele me deu o numero do centro de valorizacao da vida",1
2015-07-24,e a parti de ontem foi decretado pelo conselho interno intelectual do piter piter que o mesmo nao usara nbome nunca mais .,0
2015-07-25,isto e  uma juventude que se importa!,0
2015-07-27,"cvv e o centro de valorizacao da vida, vc liga la pra desabafar seus problemas e nao se matar",1
2015-07-27,deus no controle,0
2015-07-30,"fiz minha parte..


  ",0
2015-07-30,eu ouvindo btl e saltando nos sofas,0
2015-08-02,status: querendo o theo como terapeuta!,0
2015-08-03,essa e a hora em que voce pesquisa algo no google e a primeira sugestao ''precisa de ajuda? centro de valorizacao da vida'',1
2015-08-03,el dialogo elevado a tecnica retorica.,0
2015-08-06,adorei a reportagem sobre ansiedade da  desse mes! recomendo!,1
2015-08-06,""" se apaixonar nao tem haver com a logica, e algo irracional sem questionamentos iniciais... theo s03e06 "" ",0
2015-08-11,consulta psicologica online nacional e internacional. contacto: rebecamachado.cp@gmail.com  .,1
2015-08-14,mentira eu liguei pro centro de valorizacao da vida e vi que esses cara tem a vida pior que a minha '-',1
2015-08-15,jaja tem projeto,0
2015-08-16,e amanhaaaa,0
2015-08-21,video super importante para toda nossa sociedade!,0
2015-08-21,quem sou eu para negar ajuda a quem precisa?  por isso eu amo meu trabalho!,1
2015-08-21,que duvidas vc tem a respeito da terapia? mande o seu tweet para mim que eu responderei!,1
2015-08-23,"minha psiquiatra disse q eu preciso fazer . mas o q eu preciso mesmo e voltar a conversar sozinho no twitter, como antigamente.",1
2015-08-24,simbora foucaultiar,0
2015-08-24,retweeted ana girlene oliveira ():  cvv ( centro de valorizacao da vida) esta com apenas 12 voluntarios.,0
2015-08-25,"a  se vai, mas me deixou de presente essa maravilha que e . gratidao ",0
2015-08-28,centro de valorizacao da vida',1
2015-08-29,"ansiedade ja pode ir embora porque o sono ja esta vindo ook ?, ",1
2015-08-29,ligamos pro cvv (centro de valorizacao da vida) kkk,1
2015-08-30,fazendo trabalho sobre esquizofrenia.,0
2015-08-31,"escolhe, pois, a vida! ",0
2015-09-02,pra essa tua vontade,0
2015-09-02," ""observe seus familiares, colegas de trabalho... frases de qm esta passando por uma crise"" ,  na ",
2015-09-02,"sua memoria pode ser melhorada. basta exercitar, sabia?     ",
2015-09-02,falar e a melhor solucao!,
2015-09-04,"  caso queiram incluir na lista, no dia 18/09 e dia nacional da prevencao de suicidio, e o ",
2015-09-04," que bom, migo :) ",
2015-09-04," em nh cvv (centro de valorizacao da vida, apelido: como vai voce). se essa musica tocasse seria mor sucesso! he, he, he!",
2015-09-05,a maturidade nos ensina a nao depender de ninguem emocionalmente...,
2015-09-05,mais tarde vou correr com a,
2015-09-05,sendo ignorado ate pelo centro de valorizacao da vida,
2015-09-06,sessao de terapia,
2015-09-06,exige o fim do exterminio do povo  no  e de todos os povos originarios do brasil!,
2015-09-07,"organize seus pensamentos. a saude mental requer alguma ordem, alguma logica e bastante equilibrio.   ",
2015-09-07,"geralmente criancas se matam pq ouvem seus pais falando sobre oq acntece dps da morte, e qrem ir p aquele lugar bonito ",
2015-09-07,bem que o  e o  poderiam se engajar com o  e iluminar seus estadios em prol do,
2015-09-07,"eu ja tentei suicidio e as vezes ainda penso nisso, o  veio para mim como uma ajuda a enfrentar essa questao, por isso apoio",
2015-09-08,#ERROR!,
2015-09-08,eu quero ser amada. por isso eu cozinho.,
2015-09-10,mes de setembro passou a ser o meu mes favorito.,
2015-09-10,diga nao ao suicidio,
2015-09-10,"sim, o mundo e algo belo e instigante. veja tudo com novos olhos e surpreenda-se a todo instante.   ",
2015-09-10,"as pessoas seguem mandando chorume por whatsapp, eu sigo excluindo.  ",
2015-09-10,porque todos os suicidios podem ser evitados quando falamos sobre isso.,
2015-09-10,10 de setembro - dia mundial da prevencao ao suicidio.,
2015-09-10,queria que o  tivesse focado mais na campanha da prevencao a vida. suicidio e tabu q a gente tem q falar sobre.,
2015-09-10,melhor tag do dia.,
2015-09-10," eu choro tds as vezes q lembro, mas e q as vezes a gente se sente tao inutil, sem importancia, tao incapaz... ",
2015-09-10,"e se voce precisa de ajuda, ligue para o centro de valorizacao da vida (cvv), pelo numero 141 ",
2015-09-10,ver os tuites da  e da  sobre o  e  me despertou algumas lembrancas,
2015-09-10,fale! compartilhe o que sente com alguem!,
2015-09-10,vamo todo mundo tirando fotinha vestindo amarelo e postando em todas as redes sociais  (mes de prevencao ao suicidio),
2015-09-10,esse mes a gente vai falar sobre suicidio na campanha de prevencao . tem varios debates e palestras pela cidade.,
2015-09-10,"caminhada do setembro amarelo reuniu muitos participantes no parque da cidade,  no final desta tarde.    ",
2015-09-10,depressao n e frescura e nem sempre e aparente. algum amigo ou familiar pode precisar de ajuda.,
2015-09-10,eu sei sim a importancia do  mas pelo amor do que voces acreditam nao prendam ninguem a vida pfv,
2015-09-10,"a cada 40 segundos, uma pessoa se suicida no mundo.    ",
2015-09-10,uma questao de saude publica!!!!! precisa ser falado!!!! precisa ser cuidado !!!!!!,
2015-09-10,mes do . prevencao do suicidio. o brasil inteiro esta unido no combate a mortes prematuras e a valorizacao da vida!,
2015-09-10,o suicidio e uma triste realidade que tira a vida de milhares de pessoas em todo o mundo.,
2015-09-10,suicidios no brasil (1980-2010): total de 195.607 pessoas (aproximadamente 3 bombas de hiroshima),
2015-09-10,"gente, conversem. busquem ajuda.  ",
2015-09-10,"10 de setembro, dia internacional da prevencao ao suicidio  ",
2015-09-10,hj e o dia mundial de prevencao do suicidio! tenho uma relacao muito intima com ele... a partir dele conheci quem mais amo.,
2015-09-11,"o noso  de hoxe e para , polo seu traballo a prol das persoas con problemas de  e o seu contorno.",
2015-09-11,"centro de valorizacao da vida promove caminhada pela vida, neste domingo, as 8h30 no parque areiao.  ",
2015-09-11,"em instantes, acompanhe a entrevista com a relacoes publicas do centro de valorizacao da vida (cvv), silvia neves. continue na melhor, 99.7.",
2015-09-12,e que nesse mes de  tenhamos mais motivos para cantar setevidas que lado de la...,
2015-09-12," calma cara,  , quer ajuda? respira..",
2015-09-12,"4 pessoas. 1 assaltado foi, 1 sacerdote tinha prioridades, 1 levita talvez uma cancao cantou, 1 samaritano cheio de compaixao. ",
2015-09-12," ""ha diversos momentos na sua vida em que voce pode, e deve, procurar um psicologo... """,
2015-09-13,pro cancer animal e alzheimer  pra doacao d orgaos  doencas cardios  suicidio,
2015-09-13,"mas n farei isso pq a vida eh foda, mas vale a pena!   ",
2015-09-14,hoje eu quero um dia de sossego eu quero paz!     &lt;3,
2015-09-14,"cvv centro de valorizacao da vida agora telefone gratuito, e o 188, tanto por telefone fixo ou celular",
2015-09-14,"deus te fez  inteligente, desperta a inteligencia que a dentro de voce!!! by  ",
2015-09-15,...  assistindo o  com  sobre,
2015-09-15,obrigada por compartilhar sua experiencia no comentario do post sobre o ! &lt;3,
2015-09-15,"miga, nao adianta platinar os cabelos se o bigode esta preto!   ",
2015-09-17,estou com uma puta preocupacao,
2015-09-17,"12. entretanto, os filhos de eli eram impios; nao se importavam com o senhor, (1 samuel, 2) assim muitos dos sacerdotes estao!",
2015-09-18,especialistas sugerem que publicidade do alcool deveria seguir as mesmas restricoes do tabaco,
2015-09-19,"""confiar em deus e seguir""  ",
2015-09-20,"estamos no  , mes de conscientizacao contra o suicidio. vamos valorizar nossas vidas.",
2015-09-21,porque eu quero que as pessoas vejam dentro dos meus olhos o que eu carrego estampado na minha camisa!!!,
2015-09-21,"no brasil, sao 10 mil pessoas que cometem suicidio por dia e no mundo, quase 1 milhao. precisamos fazer alguma coisa! ",
2015-09-21,quer saber?  - que se ame!  -- se sentindo em paz,
2015-09-21,nao ao suicidio,
2015-09-22,"setembro amarelo, pela valorizacao da vida. vc nao pode desistir!!!  ",
2015-09-24,e possivel exercitar o cerebro? veja a edicao do jornal  nesta segunda (28).,
2015-09-24,q otima campanha do  parabens rede globo,
2015-09-24,e eu sem saber q o amarelo era por causa do suicidio...,
2015-09-25,"e ai o walcyr coloca um suicidio no  , o mes da prevencao do suicidio. o que dizer? ",
2015-09-26,apresentar suicidio em novela e um desservico ainda mais dentro do  .,
2015-09-27,141 - centro de valorizacao da vida,
2015-09-28,"""quem quer morrer, na verdade, quer mais,  quer nunca mais sentir-se morto."" (nietzsche)    ",
2015-09-29,"e nesse mundo de pessoas normais, acabamos nos tornando anormais!   &lt;3",
2015-09-30,termina o  e ja comeca a correria pelo,
2015-09-30,devemos falar sobre o suicidio!,
2015-09-30,"""aprenda como se voce fosse viver para sempre. viva como se voce fosse morrer amanha.""  mahatma gandhi   ",
2015-10-01,"opa, outro comentario, tenho certeza que fui super bem nessa prova de saude mental e psiquiatria. amo, amo amo   ",
2015-10-02,"algumas campanhas tem um mes especifico como referencia,   , sao pautas p  o ano todo! informe-se.",
2015-10-03,i jornada de saude mental de niteroi unesa    #,
2015-10-04,parabens  comecando a temporada com chave de ouro! adoro essa serie e sinto falta de !! volta com a serie,
2015-10-06,"india possui apenas 43 hospitais psiquiatricos para atender uma populacao de 1,2 bilhoes.  ",
2015-10-10,"hoje e o dia da saude mental!  ""somos todos loucos por aqui"" &lt;3  ",
2015-10-11,uhuuuuu bora la entao,
2015-10-11,falta de palavras. excesso de pensamentos.,
2015-10-13,vai ter nova temporada de ? vi propaganda na  sao novos episodios?,
2015-10-13,setembro e o mes do suicidio.,
2015-10-19,"e otimo ter um espaco pra falar sobre voce, suas vontades, angustias, desejos..ser o mais autentico sem preocupar com o outro ",
2015-10-22,finalizando mais um estudo de caso.    -- se sentindo cansado,
2015-10-23,", eu reparo e fico chateada muito facil, principalmente com as coisas que as pessoas fazem sem perceber.",
2015-10-24,algumas das nossas pecas da nova colecao,
2015-10-24,ja to cansado de ler a linha guia em saude mental ja... imagina se eu fosse fazer o enem... hahahahah   &lt;3,
2015-10-27,e antes ele trabalhou como psicoterapeuta,
2015-10-27,ele tava no gnt na serie,
2015-11-02,"bom dia pra voce, que acorda cedo numa segunda-feira de chuva e feriado pra fazer voluntariado. &lt;3    ",
2015-11-04,obrigada meu amor. deixo a minha contribuicao a sociedade com esse trabalho concluido.,
2015-11-06,pregunta antes que afirmar,
2015-11-07," e exatamente isso, uma sessao de 27min cujo terapeuta, theo, ouve as mais perturbadoras e sordidas tramas da psique humana.",
2015-11-09,"essas  pessoas loucas,  egocentricas,  chatas,  dramaticas e mentirosas deviam ser as primeiras a procurar  ,  porq olha...",
2015-11-12,caue da depressao...,
2015-11-12,michelson borges  entrevista psicologo belisario m.andrade fe e psique na .  . leia!,
2015-11-14," com o que acontece no mundo. sei que tambem e um problema meu. nao meu individual, mas meu como coletivo, tipo eu, vc, nos.",
2015-11-14,"sou fa daquela serie da hbo, in treatment.  ",
2015-11-18,e  matou de vez o terapeuta de  com este insuportavel !,
2015-11-20,"""centro de valorizacao da vida"" gente isso existe",
2015-11-22,perfeita seria a voz e o alcance do  contra a banalizacao das doencas mentais/emocionais.,
2015-11-24,"o centro de valorizacao da vida (cvv) agora, atende gratuitamente pelo numero 188 em todo o rs",
2015-11-26,cade  no  ??? saudades .....,
2015-11-28,saudades do theo,
2015-11-29,precisa de ajuda? ligue: 141. centro de valorizacao da vida.,
2015-11-30,voce acha que a sua concentracao esta sendo prejudicada devido ao uso das redes sociais ?,
2015-11-30,placas com telefone do centro de valorizacao da vida sao colocadas no viaduto da garganta do diabo.,
